id,ja,ja_alt,en,en_alt,en_variants,pos,unit,domain,level_jp,level_us,mapping,source,wiki_ja,wiki_en,wikidata,ja_basis,ja_check,flag,note
number-of-digits,桁数,,number of digits,,,noun,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
grow-exponentially,指数関数的に増加する,,grow exponentially,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
exponential-growth,指数関数的増加,,exponential growth,,,noun,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,指数関数的成長,Exponential growth,Q582659,wikipedia,ok,wiki-redirect,
exponential-decay,指数関数的減少,,exponential decay,,,noun,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
write-with-the-same-base,底をそろえる,,write with the same base,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,near,editorial,,,,editorial,—,,rewrite with a common base
compare-the-exponents,指数を比較する,,compare the exponents,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
take-the-log-of-both-sides,対数をとる,,take the log of both sides,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
the-base-is-greater-than-1,底が 1 より大きい,,the base is greater than 1,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
compare-the-arguments,真数を比較する,,compare the arguments,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
find-the-number-of-digits,桁数を求める,,find the number of digits,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
leading-digit,最高位の数字,,leading digit,,,noun,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
evaluate-the-logarithm,対数を計算する,,evaluate the logarithm,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
undo-the-log,log を外す,,undo the log,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,near,editorial,,,,editorial,—,,exponentiate both sides
rewrite-in-exponential-form,指数の形に直す,,rewrite in exponential form,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
rewrite-in-logarithmic-form,対数の形に直す,,rewrite in logarithmic form,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
inverse-function,逆関数,,inverse function,,,noun,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,逆写像,,Q191884,mext,ok,wiki-redirect,
asymptote,漸近線,,asymptote,,,noun,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,wikipedia-langlink,漸近線,Asymptote,Q179436,wikipedia,ok,,
the-domain-is-the-positive-reals,定義域は正の実数,,the domain is the positive reals,,,phrase,jp-suugaku-2-shisuu-taisuu,functions,数II,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
derivative-at-a-point,微分係数,,derivative at a point,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,微分,Derivative,Q29175,mext,ok,wiki-redirect reviewed-30,STYLE
average-rate-of-change,平均変化率,関数の平均変化率,average rate of change,,,noun,jp-suugaku-2-bibun-no-kangae|us-precalculus-functions,calculus|functions,数II,AP Calculus AB|Calculus I|Precalculus,exact,textbook,,,,editorial,—,merged,
limit,極限値,極限,limit,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,wikipedia-langlink,極限,Limit (mathematics),Q177239,mext,ok,wiki-redirect merged,
derivative,導関数,,derivative,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,微分,Derivative,Q29175,mext,ok,wiki-redirect,
differentiation,微分,,differentiation,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,wikipedia-langlink,微分,Derivative,Q29175,mext,ok,,
differentiate,微分する,,differentiate,,,verb,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,wiki-rejected,教室では take the derivative ／ wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 微分 → Derivative ／ en.term → Differentiation
slope-of-the-tangent-line,接線の傾き,,slope of the tangent line,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
normal-line,法線,,normal line,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,wikipedia-langlink,法線ベクトル,Normal vector,Q56353263,wikipedia,ok,,
increasing-and-decreasing,関数の増減,,increasing and decreasing,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
sign-chart,増減表,,sign chart,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,none,editorial,,,,editorial,—,,STYLE: sign chart / first-derivative test の表
local-extremum,極値,,local extremum,extrema [precalculus-functions],,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,wikipedia-langlink,極値,Maximum and minimum,Q845060,wikipedia,ok,ja-merged,local max / local min
local-maximum,極大値,極大,local maximum,,relative maximum@both,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,極値,Maximum and minimum,Q845060,mext,alt:極大,wiki-redirect wiki-rejected merged reviewed-30,同じ語 ／ wiki 除外（別概念）: 順序集合 → Ordered set。Ordered set の極大元（maximal element）
local-minimum,極小値,極小,local minimum,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,極値,Maximum and minimum,Q845060,mext,alt:極小,wiki-redirect wiki-rejected merged,同じ語 ／ wiki 除外（別概念）: 順序集合 → Ordered set。Ordered set の極小元（minimal element）
first-derivative-test,関数の増減と極値,第 1 次導関数テスト,first derivative test,,,noun,jp-suugaku-2-bibun-no-kangae|us-ap-calculus-ab-5-analytical-applications,calculus,数II,AP Calculus AB|Calculus I,near,textbook,,,,editorial,—,merged,手法名 ／ 増減表の役割
graph-of-a-cubic-function,三次関数のグラフ,,graph of a cubic function,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
number-of-real-solutions,方程式の実数解の個数,,number of real solutions,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
using-derivatives-to-prove-inequalities,不等式の証明への応用,,using derivatives to prove inequalities,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
optimization,最大・最小の応用,最適化,optimization,,,noun,jp-suugaku-2-bibun-no-kangae|jp-suugaku-b-suugaku-to-shakai-seikatsu,calculus|statistics,数II|数B,AP Calculus AB|Calculus I|Algebra 2,near,editorial,,,,editorial,—,wiki-disambig merged,米国では optimization problems
instantaneous-velocity,瞬間の速さ,,instantaneous velocity,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
let-h-go-to-zero,h を 0 に近づける,,let h go to zero,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,,as h approaches 0
take-the-limit,極限をとる,,take the limit,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
find-the-derivative-at,微分係数を求める,,find the derivative at,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
find-the-derivative,導関数を求める,,find the derivative,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,mext,ok,,
find-the-equation-of-the-tangent-line,接線の方程式を求める,,find the equation of the tangent line,find the tangent line [suugaku-3-bibun],,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,ja-merged,
determine-where-the-function-is-increasing-and-decreasing,増減を調べる,,determine where the function is increasing and decreasing,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,,check the sign of f prime
find-the-local-extrema,極値を求める,,find the local extrema,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
make-a-sign-chart,増減表をかく,,make a sign chart,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
sketch-the-graph,グラフの概形をかく,,sketch the graph,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,mext,ok,,
has-a-local-maximum-at,極大値をとる,,has a local maximum at,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
critical-point,臨界点,f'(x)=0 となる x,critical point,,,noun,jp-suugaku-2-bibun-no-kangae|us-ap-calculus-ab-5-analytical-applications,calculus,数II,AP Calculus AB|Calculus I,near,wikipedia-langlink,臨界点,Critical point (thermodynamics),Q111059,wikipedia,ok,merged,米国の必須語。日本では名前をつけない ／ f' = 0 または存在しない点。日本では名前がない
differentiable,微分可能,,differentiable,,,adjective,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,mext,ok,wiki-disambig,
the-limit-exists,極限が存在する,,the limit exists,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
approach-zero,0 に近づく,,approach zero,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
constant-multiple,定数倍,,constant multiple,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,mext,ok,,
derivative-of-a-sum,和の微分,,derivative of a sum,,,noun,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
power-rule,xⁿ の微分,べき乗則,power rule,,,noun,jp-suugaku-2-bibun-no-kangae|us-ap-calculus-ab-2-differentiation-basics,calculus,数II,AP Calculus AB|Calculus I,near,textbook,,,,editorial,—,wiki-redirect wiki-rejected merged,米国では rule に名前がある ／ xⁿ の微分公式。日本では名前をつけない ／ wiki 除外（別概念）: 冪乗則 → Power law。Power law（べき乗則・統計物理）
the-tangent-line-passes-through,接線が通る,,the tangent line passes through,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
changes-sign,符号が変わる,,changes sign,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
is-monotonically-increasing,単調に増加する,,is monotonically increasing,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,,教室では is increasing
increasing-on-all-reals,すべての実数で増加,,increasing on all reals,,,phrase,jp-suugaku-2-bibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
indefinite-integral,不定積分,,indefinite integral,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,wikipedia-langlink,不定積分,Indefinite integral,Q8437543,mext,ok,,antiderivative とも
antiderivative,原始関数,,antiderivative,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,不定積分,Indefinite integral,Q8437543,wikipedia,ok,wiki-redirect reviewed-30,
constant-of-integration,積分定数,,constant of integration,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: 別の記事）: 不定積分 → Indefinite integral → Antiderivative ／ en.term → Constant of integration
definite-integral,定積分,,definite integral,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,積分法,Integral calculus,Q150008,mext,ok,wiki-redirect,
integration,積分,,integration,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,wikipedia-langlink,積分法,Integral calculus,Q150008,mext,ok,,
integrate,積分する,,integrate,take the integral [suugaku-2-sekibun-no-kangae],,verb,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,ja-merged wiki-rejected,動詞の別表現 ／ wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 積分法 → Integral calculus → Integral ／ en.term → Integration
integrand,被積分関数,,integrand,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
interval-of-integration,積分区間,,interval of integration,limits of integration [suugaku-3-sekibun],,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,ja-merged,
upper-limit,上端,,upper limit,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,,upper limit of integration
lower-limit,下端,,lower limit,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
area-under-the-curve,曲線と x 軸の間の面積,,area under the curve,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
area-between-two-curves,2 曲線間の面積,,area between two curves,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
definite-integrals-and-area,定積分と面積,,definite integrals and area,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
fundamental-theorem-of-calculus,微積分学の基本定理,微分と積分の関係,fundamental theorem of calculus,,,noun,jp-suugaku-2-sekibun-no-kangae|us-ap-calculus-ab-6-integration,calculus,数II,AP Calculus AB|Calculus I,near,textbook,微分積分学の基本定理,Fundamental theorem of calculus,Q1217677,mext,alt:微分と積分の関係,wiki-redirect merged,名前は米国の方が使う
properties-of-integrals,積分の性質,,properties of integrals,properties of definite integrals [ap-calculus-ab-6-integration],,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,ja-merged,
integrals-of-even-and-odd-functions,偶関数・奇関数の積分,,integrals of even and odd functions,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
one-sixth-formula,1/6 公式,,one-sixth formula,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,none,editorial,,,,editorial,—,,日本の受験テクニック。米国では教えない
area-between-a-parabola-and-a-line,放物線と直線で囲まれた面積,,area between a parabola and a line,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
function-defined-by-an-integral,定積分で表された関数,積分で定義された関数,function defined by an integral,,,noun,jp-suugaku-2-sekibun-no-kangae|us-ap-calculus-ab-6-integration,calculus,数II,AP Calculus AB|Calculus I,near,textbook,,,,editorial,—,merged,accumulation function（AP）
dont-forget-the-plus-c,積分定数を忘れない,,don't forget the plus C,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
evaluate-the-definite-integral,定積分を計算する,,evaluate the definite integral,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
top-minus-bottom,上の曲線から下の曲線を引く,,top minus bottom,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,,subtract the lower curve from the upper curve
find-the-intersections-to-get-the-limits,交点を求めて積分区間を決める,,find the intersections to get the limits,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
inverse-operation,逆演算,,inverse operation,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,逆写像,Inverse function,Q191884,wikipedia,ok,wiki-redirect,
reverse-of-differentiation,微分の逆,,reverse of differentiation,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
split-the-integral,積分区間を分ける,,split the integral,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
integral-involving-absolute-value,絶対値を含む積分,,integral involving absolute value,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
area-is-never-negative,面積が負にならない,,area is never negative,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
below-the-x-axis,x 軸より下,,below the x-axis,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,editorial,—,,
enclosed-region,囲まれた部分,,enclosed region,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,,the region bounded by
the-area-of-the-region-bounded-by,〜で囲まれた図形の面積,,the area of the region bounded by,,,phrase,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,exact,editorial,,,,mext,ok,,
plus-c,プラス C,,plus C,,,noun,jp-suugaku-2-sekibun-no-kangae,calculus,数II,AP Calculus AB|Calculus I,near,editorial,,,,editorial,—,,積分定数の読み
sequence,数列,,sequence,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,wikipedia-langlink,数列,Number sequence,Q4516355,mext,ok,,
first-term,初項,,first term,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
nth-term,第 n 項,,nth term,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
last-term,末項,,last term,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
arithmetic-sequence,等差数列,算術数列,arithmetic sequence,,,noun,jp-suugaku-b-suuretsu|us-algebra-1-linear-functions,sequences|functions,数B,Algebra 2|Precalculus|Algebra 1,exact,wikipedia-langlink,等差数列,Arithmetic progression,Q170008,mext,ok,wiki-redirect merged,Algebra 1 では一次関数の文脈で
common-difference,公差,,common difference,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（別概念）: 公差 → Engineering tolerance。Engineering tolerance（公差・工学）
geometric-sequence,等比数列,幾何数列,geometric sequence,,,noun,jp-suugaku-b-suuretsu|us-algebra-1-exponents-and-exponential-functions,sequences|functions,数B,Algebra 2|Precalculus|Algebra 1,exact,wikipedia-langlink,等比数列,Geometric progression,Q173523,mext,ok,wiki-redirect merged,
common-ratio,公比,,common ratio,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term の記事なし）: 等比数列 → Geometric progression ／ en.term → (記事なし)
sum-of-an-arithmetic-sequence,等差数列の和,,sum of an arithmetic sequence,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,near,editorial,,,,editorial,—,,arithmetic series
sum-of-a-geometric-sequence,等比数列の和,,sum of a geometric sequence,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,near,editorial,,,,editorial,—,,geometric series
series,級数,,series,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,wikipedia-langlink,級数,Series (mathematics),Q170198,mext,ok,,
summation-notation,和の記号,シグマ記法での和,summation notation,,,noun,jp-suugaku-b-suuretsu|us-calculus-1-integration,sequences|calculus,数B,Algebra 2|Precalculus|Calculus I,near,textbook,,,,editorial,—,wiki-redirect merged,sigma notation
sigma,シグマ,,sigma,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,wiki-redirect wiki-rejected,wiki 除外（数学カテゴリ外）: Σ → Sigma。「Σ」は数学カテゴリ配下にない
summation-formulas,Σ の公式,,summation formulas,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
sequence-of-differences,階差数列,,first differences,sequence of differences,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,near,editorial,階差数列,,Q10855257,wikipedia,ok,wiki-nonmath reviewed-30,米国では名前をつけない。first differences
grouped-sequence,群数列,,grouped sequence,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,none,editorial,,,,editorial,—,,日本の受験テクニック。米国では扱わない
recurrence-relation,漸化式,,recurrence relation,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,near,wikipedia-langlink,漸化式,Recurrence relation,Q740970,mext,ok,,recursive formula（高校）
recursive-definition,帰納的定義,再帰的定義,recursive definition,,,noun,jp-suugaku-b-suuretsu|us-discrete-math-induction-and-recursion,sequences|proof,数B,Algebra 2|Precalculus|Discrete Math,exact,wikidata,再帰的定義,,Q2466486,wikipedia,alt:再帰的定義,wiki-redirect merged,
characteristic-equation,特性方程式,,characteristic equation,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,near,editorial,,,,editorial,—,wiki-rejected,漸化式の特性方程式。米国の高校では扱わない ／ wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 固有多項式 → Characteristic polynomial ／ en.term → Characteristic equation
proof-by-induction,数学的帰納法,,proof by induction,mathematical induction [algebra-2-sequences-and-series]|proof by mathematical induction [precalculus-sequences-and-induction],,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,wikipedia-langlink,数学的帰納法,Mathematical induction,Q178377,mext,ok,ja-merged,
inductive-hypothesis,帰納法の仮定,,inductive hypothesis,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
base-case,n=1 のとき,基底段階,base case,,,noun,jp-suugaku-b-suuretsu|us-precalculus-sequences-and-induction,sequences,数B,Algebra 2|Precalculus,near,textbook,,,,editorial,—,merged reviewed-30,米国では名前がある ／ n = 1 のとき
assume-it-holds-for-n-k,n=k のとき成り立つと仮定,,assume it holds for n = k,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,near,editorial,,,,editorial,—,,inductive step
it-also-holds-for-n-k-1,n=k+1 のときも成り立つ,,it also holds for n = k + 1,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
partial-sum,部分和,,partial sum,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,級数,Series (mathematics),Q170198,wikipedia,ok,wiki-redirect,
infinite-geometric-series,無限等比級数,無限幾何級数,infinite geometric series,,,noun,jp-suugaku-b-suuretsu|us-algebra-2-sequences-and-series,sequences,数B,Algebra 2|Precalculus,exact,textbook,,,,mext,ok,merged,
find-the-sum,和を求める,,find the sum,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,mext,ok,,
find-the-nth-term,一般項を求める,,find the nth term,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
solve-the-recurrence,漸化式を解く,,solve the recurrence,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
set-up-a-recurrence,漸化式を立てる,,set up a recurrence,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
prove-by-induction,数学的帰納法で証明する,,prove by induction,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
write-out-the-first-few-terms,項を書き出す,,write out the first few terms,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
find-the-pattern,規則性を見つける,,find the pattern,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
subscript,添字,,subscript,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,near,editorial,添え字,Subscript and superscript,Q1359501,wikipedia,ok,wiki-redirect,index
shift-the-index,添字をずらす,,shift the index,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
write-in-sigma-notation,Σ で表す,,write in sigma notation,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
evaluate-the-sum,Σ を計算する,,evaluate the sum,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
sum-of-the-first-n-terms,初項から第 n 項までの和,,sum of the first n terms,,,noun,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
form-an-arithmetic-sequence,等差数列をなす,,form an arithmetic sequence,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
the-common-ratio-is-less-than-1,公比が 1 より小さい,,the common ratio is less than 1,,,phrase,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
converge,収束する,,converge,,,verb,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,wiki-disambig,
diverge,発散する,,diverge,,,verb,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,wiki-rejected,wiki 除外（英語照合不一致: en.term は曖昧さ回避）: 発散 (ベクトル解析) → Divergence ／ en.term → Divergence (disambiguation)
nth,n 番目,,nth,,,adjective,jp-suugaku-b-suuretsu,sequences,数B,Algebra 2|Precalculus,exact,editorial,,,,editorial,—,,
